country,date,sector,value,timestamp
WORLD,17-01-2019,Domestic Aviation,0.981315,1547683200
WORLD,17-01-2019,International Aviation,1.56494,1547683200
Brazil,18-01-2019,Domestic Aviation,0.033092,1547769600
Brazil,18-01-2019,International Aviation,0.0205035,1547769600
China,18-01-2019,Domestic Aviation,0.169432,1547769600
China,18-01-2019,International Aviation,0.0839636,1547769600
EU27 & UK,18-01-2019,Domestic Aviation,0.0473301,1547769600
EU27 & UK,18-01-2019,International Aviation,0.438667,1547769600
France,18-01-2019,Domestic Aviation,0.00669638,1547769600
France,18-01-2019,International Aviation,0.0472052,1547769600
Germany,18-01-2019,Domestic Aviation,0.00665096,1547769600
Germany,18-01-2019,International Aviation,0.074381,1547769600
India,18-01-2019,Domestic Aviation,0.0194124,1547769600
India,18-01-2019,International Aviation,0.0359784,1547769600
Italy,18-01-2019,Domestic Aviation,0.00518415,1547769600
Italy,18-01-2019,International Aviation,0.0331501,1547769600
Japan,18-01-2019,Domestic Aviation,0.0245514,1547769600
Japan,18-01-2019,International Aviation,0.0515021,1547769600
ROW,18-01-2019,Domestic Aviation,0.184048,1547769600
ROW,18-01-2019,International Aviation,0.758931,1547769600
Russia,18-01-2019,Domestic Aviation,0.0381454,1547769600
Russia,18-01-2019,International Aviation,0.0286401,1547769600
Spain,18-01-2019,Domestic Aviation,0.0150138,1547769600
Spain,18-01-2019,International Aviation,0.0507446,1547769600
United Kingdom,18-01-2019,Domestic Aviation,0.00724733,1547769600
United Kingdom,18-01-2019,International Aviation,0.0851663,1547769600
United States,18-01-2019,Domestic Aviation,0.490768,1547769600
United States,18-01-2019,International Aviation,0.215891,1547769600
WORLD,18-01-2019,Domestic Aviation,1.00678,1547769600
WORLD,18-01-2019,International Aviation,1.63408,1547769600
Brazil,19-01-2019,Domestic Aviation,0.0309893,1547856000
Brazil,19-01-2019,International Aviation,0.0218603,1547856000
China,19-01-2019,Domestic Aviation,0.170405,1547856000
China,19-01-2019,International Aviation,0.0875006,1547856000
EU27 & UK,19-01-2019,Domestic Aviation,0.0289638,1547856000
EU27 & UK,19-01-2019,International Aviation,0.428867,1547856000
France,19-01-2019,Domestic Aviation,0.00320833,1547856000
France,19-01-2019,International Aviation,0.048343,1547856000
Germany,19-01-2019,Domestic Aviation,0.00358163,1547856000
Germany,19-01-2019,International Aviation,0.0688975,1547856000
India,19-01-2019,Domestic Aviation,0.0201721,1547856000
India,19-01-2019,International Aviation,0.0369388,1547856000
Italy,19-01-2019,Domestic Aviation,0.00371427,1547856000
Italy,19-01-2019,International Aviation,0.0312571,1547856000
Japan,19-01-2019,Domestic Aviation,0.0247252,1547856000
Japan,19-01-2019,International Aviation,0.0516663,1547856000
ROW,19-01-2019,Domestic Aviation,0.164719,1547856000
ROW,19-01-2019,International Aviation,0.778115,1547856000
Russia,19-01-2019,Domestic Aviation,0.0349795,1547856000
Russia,19-01-2019,International Aviation,0.0329497,1547856000
Spain,19-01-2019,Domestic Aviation,0.0125165,1547856000
Spain,19-01-2019,International Aviation,0.0619582,1547856000
United Kingdom,19-01-2019,Domestic Aviation,0.00285749,1547856000
United Kingdom,19-01-2019,International Aviation,0.0825953,1547856000
United States,19-01-2019,Domestic Aviation,0.395898,1547856000
United States,19-01-2019,International Aviation,0.219529,1547856000
WORLD,19-01-2019,Domestic Aviation,0.870852,1547856000
WORLD,19-01-2019,International Aviation,1.65743,1547856000
Brazil,20-01-2019,Domestic Aviation,0.0292442,1547942400
Brazil,20-01-2019,International Aviation,0.0202456,1547942400
China,20-01-2019,Domestic Aviation,0.171788,1547942400
China,20-01-2019,International Aviation,0.0849329,1547942400
EU27 & UK,20-01-2019,Domestic Aviation,0.0375058,1547942400
EU27 & UK,20-01-2019,International Aviation,0.442313,1547942400
France,20-01-2019,Domestic Aviation,0.00464937,1547942400
France,20-01-2019,International Aviation,0.0509298,1547942400
Germany,20-01-2019,Domestic Aviation,0.00432331,1547942400
Germany,20-01-2019,International Aviation,0.0703616,1547942400
India,20-01-2019,Domestic Aviation,0.0198238,1547942400
India,20-01-2019,International Aviation,0.0378432,1547942400
Italy,20-01-2019,Domestic Aviation,0.00440701,1547942400
Italy,20-01-2019,International Aviation,0.0337943,1547942400
Japan,20-01-2019,Domestic Aviation,0.024404,1547942400
Japan,20-01-2019,International Aviation,0.0518485,1547942400
ROW,20-01-2019,Domestic Aviation,0.168258,1547942400
ROW,20-01-2019,International Aviation,0.775417,1547942400
Russia,20-01-2019,Domestic Aviation,0.0345593,1547942400
Russia,20-01-2019,International Aviation,0.0299417,1547942400
Spain,20-01-2019,Domestic Aviation,0.0142625,1547942400
Spain,20-01-2019,International Aviation,0.0589802,1547942400
United Kingdom,20-01-2019,Domestic Aviation,0.00493026,1547942400
United Kingdom,20-01-2019,International Aviation,0.0854803,1547942400
United States,20-01-2019,Domestic Aviation,0.323156,1547942400
United States,20-01-2019,International Aviation,0.210126,1547942400
WORLD,20-01-2019,Domestic Aviation,0.808739,1547942400
WORLD,20-01-2019,International Aviation,1.65267,1547942400
Brazil,21-01-2019,Domestic Aviation,0.0318397,1548028800
Brazil,21-01-2019,International Aviation,0.0198348,1548028800
China,21-01-2019,Domestic Aviation,0.174961,1548028800
China,21-01-2019,International Aviation,0.0821609,1548028800
EU27 & UK,21-01-2019,Domestic Aviation,0.0452256,1548028800
EU27 & UK,21-01-2019,International Aviation,0.422398,1548028800
France,21-01-2019,Domestic Aviation,0.00645524,1548028800
France,21-01-2019,International Aviation,0.0460325,1548028800
Germany,21-01-2019,Domestic Aviation,0.00656598,1548028800
Germany,21-01-2019,International Aviation,0.068158,1548028800
India,21-01-2019,Domestic Aviation,0.0202906,1548028800
India,21-01-2019,International Aviation,0.0329404,1548028800
Italy,21-01-2019,Domestic Aviation,0.00492592,1548028800
Italy,21-01-2019,International Aviation,0.0323712,1548028800
Japan,21-01-2019,Domestic Aviation,0.0241769,1548028800
Japan,21-01-2019,International Aviation,0.0501406,1548028800
ROW,21-01-2019,Domestic Aviation,0.181916,1548028800
ROW,21-01-2019,International Aviation,0.742727,1548028800
Russia,21-01-2019,Domestic Aviation,0.0359383,1548028800
Russia,21-01-2019,International Aviation,0.0285831,1548028800
Spain,21-01-2019,Domestic Aviation,0.0146829,1548028800
Spain,21-01-2019,International Aviation,0.0498856,1548028800
United Kingdom,21-01-2019,Domestic Aviation,0.00662064,1548028800
United Kingdom,21-01-2019,International Aviation,0.083213,1548028800
United States,21-01-2019,Domestic Aviation,0.403488,1548028800
United States,21-01-2019,International Aviation,0.216779,1548028800
WORLD,21-01-2019,Domestic Aviation,0.917836,1548028800
WORLD,21-01-2019,International Aviation,1.59556,1548028800
Brazil,22-01-2019,Domestic Aviation,0.0329621,1548115200
Brazil,22-01-2019,International Aviation,0.0199352,1548115200
China,22-01-2019,Domestic Aviation,0.174328,1548115200
China,22-01-2019,International Aviation,0.082587,1548115200
EU27 & UK,22-01-2019,Domestic Aviation,0.0414122,1548115200
EU27 & UK,22-01-2019,International Aviation,0.377436,1548115200
France,22-01-2019,Domestic Aviation,0.00555372,1548115200
France,22-01-2019,International Aviation,0.0404959,1548115200
Germany,22-01-2019,Domestic Aviation,0.00668563,1548115200
Germany,22-01-2019,International Aviation,0.0638741,1548115200
India,22-01-2019,Domestic Aviation,0.0196357,1548115200
India,22-01-2019,International Aviation,0.0339171,1548115200
Italy,22-01-2019,Domestic Aviation,0.00439953,1548115200
Italy,22-01-2019,International Aviation,0.0260477,1548115200
Japan,22-01-2019,Domestic Aviation,0.0243303,1548115200
Japan,22-01-2019,International Aviation,0.0502135,1548115200
ROW,22-01-2019,Domestic Aviation,0.182776,1548115200
ROW,22-01-2019,International Aviation,0.719027,1548115200
Russia,22-01-2019,Domestic Aviation,0.0339355,1548115200
Russia,22-01-2019,International Aviation,0.026811,1548115200
Spain,22-01-2019,Domestic Aviation,0.0129259,1548115200
Spain,22-01-2019,International Aviation,0.0456257,1548115200
United Kingdom,22-01-2019,Domestic Aviation,0.00608011,1548115200
United Kingdom,22-01-2019,International Aviation,0.07655,1548115200
United States,22-01-2019,Domestic Aviation,0.456366,1548115200
United States,22-01-2019,International Aviation,0.207559,1548115200
WORLD,22-01-2019,Domestic Aviation,0.965745,1548115200
WORLD,22-01-2019,International Aviation,1.51749,1548115200
Brazil,23-01-2019,Domestic Aviation,0.0317342,1548201600
Brazil,23-01-2019,International Aviation,0.0207041,1548201600
China,23-01-2019,Domestic Aviation,0.176564,1548201600
China,23-01-2019,International Aviation,0.0838421,1548201600
EU27 & UK,23-01-2019,Domestic Aviation,0.043261,1548201600
EU27 & UK,23-01-2019,International Aviation,0.39305,1548201600
France,23-01-2019,Domestic Aviation,0.0061556,1548201600
France,23-01-2019,International Aviation,0.0451347,1548201600
Germany,23-01-2019,Domestic Aviation,0.00668608,1548201600
Germany,23-01-2019,International Aviation,0.065497,1548201600
India,23-01-2019,Domestic Aviation,0.0204041,1548201600
India,23-01-2019,International Aviation,0.0360535,1548201600
Italy,23-01-2019,Domestic Aviation,0.00457585,1548201600
Italy,23-01-2019,International Aviation,0.0290746,1548201600
Japan,23-01-2019,Domestic Aviation,0.0238183,1548201600
Japan,23-01-2019,International Aviation,0.0514046,1548201600
ROW,23-01-2019,Domestic Aviation,0.181024,1548201600
ROW,23-01-2019,International Aviation,0.729914,1548201600
Russia,23-01-2019,Domestic Aviation,0.0334996,1548201600
Russia,23-01-2019,International Aviation,0.0276237,1548201600
Spain,23-01-2019,Domestic Aviation,0.0134443,1548201600
Spain,23-01-2019,International Aviation,0.0467467,1548201600
United Kingdom,23-01-2019,Domestic Aviation,0.00622663,1548201600
United Kingdom,23-01-2019,International Aviation,0.0747264,1548201600
United States,23-01-2019,Domestic Aviation,0.442647,1548201600
United States,23-01-2019,International Aviation,0.195032,1548201600
WORLD,23-01-2019,Domestic Aviation,0.952952,1548201600
WORLD,23-01-2019,International Aviation,1.53762,1548201600
Brazil,24-01-2019,Domestic Aviation,0.0322682,1548288000
Brazil,24-01-2019,International Aviation,0.0202285,1548288000
China,24-01-2019,Domestic Aviation,0.176569,1548288000
China,24-01-2019,International Aviation,0.0849384,1548288000
EU27 & UK,24-01-2019,Domestic Aviation,0.0454398,1548288000
EU27 & UK,24-01-2019,International Aviation,0.407284,1548288000
France,24-01-2019,Domestic Aviation,0.00645378,1548288000
France,24-01-2019,International Aviation,0.0449974,1548288000
Germany,24-01-2019,Domestic Aviation,0.00691654,1548288000
Germany,24-01-2019,International Aviation,0.0672806,1548288000
India,24-01-2019,Domestic Aviation,0.0202367,1548288000
India,24-01-2019,International Aviation,0.0343681,1548288000
Italy,24-01-2019,Domestic Aviation,0.00475921,1548288000
Italy,24-01-2019,International Aviation,0.0295495,1548288000
Japan,24-01-2019,Domestic Aviation,0.0239448,1548288000
Japan,24-01-2019,International Aviation,0.0517741,1548288000
ROW,24-01-2019,Domestic Aviation,0.184386,1548288000
ROW,24-01-2019,International Aviation,0.738105,1548288000
Russia,24-01-2019,Domestic Aviation,0.0346416,1548288000
Russia,24-01-2019,International Aviation,0.0300535,1548288000
Spain,24-01-2019,Domestic Aviation,0.0139048,1548288000
Spain,24-01-2019,International Aviation,0.0485087,1548288000
United Kingdom,24-01-2019,Domestic Aviation,0.00716318,1548288000
United Kingdom,24-01-2019,International Aviation,0.0799438,1548288000
United States,24-01-2019,Domestic Aviation,0.473403,1548288000
United States,24-01-2019,International Aviation,0.203916,1548288000
WORLD,24-01-2019,Domestic Aviation,0.990889,1548288000
WORLD,24-01-2019,International Aviation,1.57067,1548288000
Brazil,25-01-2019,Domestic Aviation,0.0314528,1548374400
Brazil,25-01-2019,International Aviation,0.0188304,1548374400
China,25-01-2019,Domestic Aviation,0.17431,1548374400
China,25-01-2019,International Aviation,0.0866273,1548374400
EU27 & UK,25-01-2019,Domestic Aviation,0.0472426,1548374400
EU27 & UK,25-01-2019,International Aviation,0.440165,1548374400
France,25-01-2019,Domestic Aviation,0.00676364,1548374400
France,25-01-2019,International Aviation,0.0490433,1548374400
Germany,25-01-2019,Domestic Aviation,0.00628998,1548374400
Germany,25-01-2019,International Aviation,0.0735008,1548374400
India,25-01-2019,Domestic Aviation,0.0212345,1548374400
India,25-01-2019,International Aviation,0.0371452,1548374400
Italy,25-01-2019,Domestic Aviation,0.00515444,1548374400
Italy,25-01-2019,International Aviation,0.0330467,1548374400
Japan,25-01-2019,Domestic Aviation,0.0244711,1548374400
Japan,25-01-2019,International Aviation,0.0527363,1548374400
ROW,25-01-2019,Domestic Aviation,0.185371,1548374400
ROW,25-01-2019,International Aviation,0.765019,1548374400
Russia,25-01-2019,Domestic Aviation,0.0371097,1548374400
Russia,25-01-2019,International Aviation,0.0287538,1548374400
Spain,25-01-2019,Domestic Aviation,0.0151746,1548374400
Spain,25-01-2019,International Aviation,0.0502635,1548374400
United Kingdom,25-01-2019,Domestic Aviation,0.00735382,1548374400
United Kingdom,25-01-2019,International Aviation,0.0863044,1548374400
United States,25-01-2019,Domestic Aviation,0.485582,1548374400
United States,25-01-2019,International Aviation,0.211392,1548374400
WORLD,25-01-2019,Domestic Aviation,1.00677,1548374400
WORLD,25-01-2019,International Aviation,1.64067,1548374400
Brazil,26-01-2019,Domestic Aviation,0.0293967,1548460800
Brazil,26-01-2019,International Aviation,0.020847,1548460800
China,26-01-2019,Domestic Aviation,0.17751,1548460800
China,26-01-2019,International Aviation,0.0882951,1548460800
EU27 & UK,26-01-2019,Domestic Aviation,0.0287388,1548460800
EU27 & UK,26-01-2019,International Aviation,0.430167,1548460800
France,26-01-2019,Domestic Aviation,0.00334639,1548460800
France,26-01-2019,International Aviation,0.0467123,1548460800
Germany,26-01-2019,Domestic Aviation,0.00351496,1548460800
Germany,26-01-2019,International Aviation,0.0713253,1548460800
India,26-01-2019,Domestic Aviation,0.0196241,1548460800
India,26-01-2019,International Aviation,0.0358682,1548460800
Italy,26-01-2019,Domestic Aviation,0.00345008,1548460800
Italy,26-01-2019,International Aviation,0.0310495,1548460800
Japan,26-01-2019,Domestic Aviation,0.0244047,1548460800
Japan,26-01-2019,International Aviation,0.0512142,1548460800
ROW,26-01-2019,Domestic Aviation,0.1633,1548460800
ROW,26-01-2019,International Aviation,0.774851,1548460800
Russia,26-01-2019,Domestic Aviation,0.0325404,1548460800
Russia,26-01-2019,International Aviation,0.0308087,1548460800
Spain,26-01-2019,Domestic Aviation,0.0121646,1548460800
Spain,26-01-2019,International Aviation,0.0611225,1548460800
United Kingdom,26-01-2019,Domestic Aviation,0.0030025,1548460800
United Kingdom,26-01-2019,International Aviation,0.0827546,1548460800
United States,26-01-2019,Domestic Aviation,0.413857,1548460800
United States,26-01-2019,International Aviation,0.216607,1548460800
WORLD,26-01-2019,Domestic Aviation,0.889371,1548460800
WORLD,26-01-2019,International Aviation,1.64866,1548460800
Brazil,27-01-2019,Domestic Aviation,0.0284614,1548547200
Brazil,27-01-2019,International Aviation,0.0217113,1548547200
China,27-01-2019,Domestic Aviation,0.182719,1548547200
China,27-01-2019,International Aviation,0.0856248,1548547200
EU27 & UK,27-01-2019,Domestic Aviation,0.0374351,1548547200
EU27 & UK,27-01-2019,International Aviation,0.456958,1548547200
France,27-01-2019,Domestic Aviation,0.00473478,1548547200
France,27-01-2019,International Aviation,0.0534772,1548547200
Germany,27-01-2019,Domestic Aviation,0.00426051,1548547200
Germany,27-01-2019,International Aviation,0.0731861,1548547200
